Reportin+A5+A1:J1+A1:L2,Project Status,Donor,Programme Organization,Programme Organization Type,Implementing agency Name ,Implementing agency Acronym,Implementing agencyType,Region,Zone,Woreda,Kebele/IDP site name,HNO Woreda Pcode,Response Plan,Sector,ClusterActivities
February,On-going,CIDA,UNICEF,UN Agency,Imagine1day,I1D,International NGO,Oromia,Guji,Liben,Haya Anani,ET041407,Emergency Response,Protection,CP_MHPSS
February,On-going,CIDA,UNICEF,UN Agency,Imagine1day,I1D,International NGO,Oromia,East Bale,Rayitu,Sate,ET042104,Emergency Response,Protection,CP_MHPSS
February,On-going,CIDA,UNICEF,UN Agency,Imagine1day,I1D,International NGO,Oromia,Guji,Gora Dola,Balambal,ET041413,Emergency Response,Protection,CP_MHPSS
February,On-going,UNICEF,UNICEF,UN Agency,Imagine1day,I1D,International NGO,Tigray,Mekelle,Mekelle,Meserete,ET0107,Emergency Response,Protection,CP_MHPSS
February,On-going,CIDA,UNICEF,UN Agency,Imagine1day,I1D,International NGO,Oromia,Guji,Gora Dola,Balambal,ET041413,Emergency Response,Protection,CP_Parenting_support_for_caregivers
February,On-going,CIDA,UNICEF,UN Agency,Imagine1day,I1D,International NGO,Oromia,Guji,Gora Dola,Darara,ET041413,Emergency Response,Protection,CP_Parenting_support_for_caregivers
February,On-going,CIDA,UNICEF,UN Agency,Imagine1day,I1D,International NGO,Oromia,Guji,Gora Dola,Jidola,ET041413,Emergency Response,Protection,CP_Parenting_support_for_caregivers
February,On-going,CIDA,UNICEF,UN Agency,Imagine1day,I1D,International NGO,Oromia,Guji,Gumi Idalo,Arda Wakora,ET041497,Emergency Response,Protection,CP_Parenting_support_for_caregivers
February,On-going,CIDA,UNICEF,UN Agency,Imagine1day,I1D,International NGO,Oromia,Guji,Gumi Idalo,Kate Ware,ET041497,Emergency Response,Protection,CP_Parenting_support_for_caregivers
February,On-going,CIDA,UNICEF,UN Agency,Imagine1day,I1D,International NGO,Oromia,Guji,Gumi Idalo,Negele  Town,ET041497,Emergency Response,Protection,CP_Parenting_support_for_caregivers
February,On-going,CIDA,UNICEF,UN Agency,Imagine1day,I1D,International NGO,Oromia,Guji,Liben,Bura Dera,ET041407,Emergency Response,Protection,CP_Parenting_support_for_caregivers
February,On-going,CIDA,UNICEF,UN Agency,Imagine1day,I1D,International NGO,Oromia,Guji,Liben,Dungo,ET041407,Emergency Response,Protection,CP_Parenting_support_for_caregivers
February,On-going,CIDA,UNICEF,UN Agency,Imagine1day,I1D,International NGO,Oromia,Guji,Liben,Haya Anani,ET041407,Emergency Response,Protection,CP_Parenting_support_for_caregivers
February,On-going,UNICEF,UNICEF,UN Agency,Imagine1day,I1D,International NGO,Tigray,Southern,Raya Azebo,Tsigea,ET010406,Emergency Response,Protection,CP_Awareness_raising_and_Information_dissemination
February,On-going,UNOCHA,I1D,International NGO,Imagine1day,I1D,International NGO,Tigray,Eastern,Wukro town,Dedebit,ET010309,Emergency Response,Protection,GBV_Prevention_and_risk_mitigation 
February,On-going,UNICEF,UNICEF,UN Agency,Imagine1day,I1D,International NGO,Tigray,Southern,Raya Azebo,Tsigea,ET010406,Emergency Response,Protection,GBV_Prevention_and_risk_mitigation
February,On-going,UNICEF,UNICEF,UN Agency,Imagine1day,I1D,International NGO,Tigray,Mekelle,Mekelle,Adishindhun,ET0107,Emergency Response,Protection,GBV_Prevention_and_risk_mitigation 
February,On-going,UNICEF,UNICEF,UN Agency,Imagine1day,I1D,International NGO,Tigray,Southern,Raya Azebo,Hawelty Rural,ET010406,Emergency Response,Protection,GBV_Prevention_and_risk_mitigation
February,On-going,UNICEF,UNICEF,UN Agency,Imagine1day,I1D,International NGO,Oromia,West Wellega,Boji Dirmeji,Wirtu Bila-01,ET040106,Emergency Response,Protection,GBV_Prevention_and_risk_mitigation 
February,On-going,CIDA,UNICEF,UN Agency,Imagine1day,I1D,International NGO,Oromia,East Bale,Rayitu,sate,ET042104,Emergency Response,Protection,CP_Awareness_raising_and_Information_dissemination
February,On-going,UNOCHA,I1D,International NGO,Imagine1day,I1D,International NGO,Tigray,Eastern,Adigrat town,Agazi,ET010308,Emergency Response,Protection,CP_Awareness_raising_and_Information_dissemination
February,On-going,UNICEF,UNICEF,UN Agency,Imagine1day,I1D,International NGO,Tigray,Southern,Raya Azebo,Hawelty,ET010406,Emergency Response,Protection,CP_MHPSS
February,On-going,UNICEF,UNICEF,UN Agency,Imagine1day,I1D,International NGO,Tigray,Southern,Maichew town,Agazi,ET010409,Emergency Response,Protection,GBV_Psychosocial_Support
February,On-going,UNICEF,UNICEF,UN Agency,Imagine1day,I1D,International NGO,Tigray,Central,Adwa town,Hayelom Kebele,ET010212,Emergency Response,Protection,CP_Case_Management_UASC
February,On-going,UNOCHA,I1D,International NGO,Imagine1day,I1D,International NGO,Tigray,Eastern,Adigrat town,Agazi,ET010308,Emergency Response,Protection,CP_MHPSS
February,On-going,UNICEF,UNICEF,UN Agency,Imagine1day,I1D,International NGO,Tigray,Mekelle,Mekelle,Meserete,ET0107,Emergency Response,Protection,CP_Case_Management_not_FTR
February,On-going,UNOCHA,I1D,International NGO,Imagine1day,I1D,International NGO,Tigray,Eastern,Adigrat town,Kebele 05,ET010308,Emergency Response,Protection,CP_MHPSS
February,On-going,UNICEF,UNICEF,UN Agency,Imagine1day,I1D,International NGO,Tigray,North Western,Indasilassie town,Dehab Tesfay Women&#39;s Tranning Center,ET010108,Emergency Response,Protection,CP_MHPSS
February,On-going,UNOCHA,I1D,International NGO,Imagine1day,I1D,International NGO,Tigray,Central,Adwa town,Adwa elementary,ET010212,Emergency Response,Protection,CP_MHPSS
February,On-going,UNOCHA,I1D,International NGO,Imagine1day,I1D,International NGO,Tigray,Central,Adwa town,Nigstesaba No2,ET010212,Emergency Response,Protection,CP_MHPSS
February,On-going,UNICEF,UNICEF,UN Agency,Imagine1day,I1D,International NGO,Tigray,Mekelle,Mekelle,Ethiochaina,ET0107,Emergency Response,Protection,GBV_Psychosocial_Support
February,On-going,UNOCHA,I1D,International NGO,Imagine1day,I1D,International NGO,Tigray,Eastern,Adigrat town,Agazi,ET010308,Emergency Response,Protection,CP_Awareness_raising_and_Information_dissemination
February,On-going,UNOCHA,I1D,International NGO,Imagine1day,I1D,International NGO,Tigray,Central,Adwa town,Nigstesaba No1,ET010212,Emergency Response,Protection,GBV_Psychosocial_Support
February,On-going,UNICEF,UNICEF,UN Agency,Imagine1day,I1D,International NGO,Tigray,Southern,Chercher,Erba,ET010414,Emergency Response,Protection,GBV_Prevention_and_risk_mitigation
February,On-going,UNICEF,UNICEF,UN Agency,Imagine1day,I1D,International NGO,Tigray,North Western,Indasilassie town,Tsehaye Elementary school,ET010108,Emergency Response,Protection,GBV_Psychosocial_Support
February,On-going,UNOCHA,I1D,International NGO,Imagine1day,I1D,International NGO,Tigray,Central,Axum town,Ezana,ET010213,Emergency Response,Protection,GBV_Psychosocial_Support
February,On-going,UNICEF,UNICEF,UN Agency,Imagine1day,I1D,International NGO,Tigray,Southern,Maichew town,Agazi,ET010409,Emergency Response,Protection,GBV_Psychosocial_Support
February,On-going,UNICEF,UNICEF,UN Agency,Imagine1day,I1D,International NGO,Tigray,Southern,Raya Azebo,Marsa,ET010406,Emergency Response,Protection,CP_MHPSS
February,On-going,UNOCHA,I1D,International NGO,Imagine1day,I1D,International NGO,Tigray,Eastern,Wukro town,World Vision KG,ET010309,Emergency Response,Protection,GBV_Dignity_kits 
February,On-going,UNOCHA,I1D,International NGO,Imagine1day,I1D,International NGO,Tigray,Eastern,Adigrat town,Finotebrhan,ET010308,Emergency Response,Protection,GBV_Psychosocial_Support
February,On-going,UNOCHA,I1D,International NGO,Imagine1day,I1D,International NGO,Tigray,Eastern,Wukro town,World Vision KG,ET010309,Emergency Response,Protection,GBV_Psychosocial_Support
February,On-going,UNICEF,UNICEF,UN Agency,Imagine1day,I1D,International NGO,Tigray,Central,Axum town,Abay Tsehaye HC,ET010213,Emergency Response,Protection,GBV_Prevention_and_risk_mitigation
February,On-going,UNOCHA,I1D,International NGO,Imagine1day,I1D,International NGO,Tigray,Eastern,Adigrat town,Finotebrhan,ET010308,Emergency Response,Protection,CP_MHPSS
February,On-going,UNOCHA,I1D,International NGO,Imagine1day,I1D,International NGO,Tigray,Eastern,Adigrat town,Kebele 03,ET010308,Emergency Response,Protection,CP_Awareness_raising_and_Information_dissemination
February,On-going,UNOCHA,I1D,International NGO,Imagine1day,I1D,International NGO,Tigray,Eastern,Adigrat town,Kebele 01,ET010308,Emergency Response,Protection,CP_Awareness_raising_and_Information_dissemination
February,On-going,CIDA,UNICEF,UN Agency,Imagine1day,I1D,International NGO,Oromia,Guji,Gumi Idalo,Arda Wakora,ET041497,Emergency Response,Protection,CP_Awareness_raising_and_Information_dissemination
February,On-going,UNOCHA,I1D,International NGO,Imagine1day,I1D,International NGO,Tigray,Eastern,Adigrat town,Kebele 03,ET010308,Emergency Response,Protection,CP_Awareness_raising_and_Information_dissemination
February,On-going,UNICEF,UNICEF,UN Agency,Imagine1day,I1D,International NGO,Tigray,Southern,Maichew town,Ageazi,ET010409,Emergency Response,Protection,GBV_Prevention_and_risk_mitigation 
February,On-going,UNICEF,UNICEF,UN Agency,Imagine1day,I1D,International NGO,Tigray,Central,Adwa town,Debrichi kebele,ET010212,Emergency Response,Protection,GBV_Dignity_kits
February,On-going,UNICEF,UNICEF,UN Agency,Imagine1day,I1D,International NGO,Tigray,Central,Adwa town,Debrichi kebele,ET010212,Emergency Response,Protection,GBV_Psychosocial_Support
February,On-going,UNICEF,UNICEF,UN Agency,Imagine1day,I1D,International NGO,Tigray,Mekelle,Mekelle,Hawelty,ET0107,Emergency Response,Protection,GBV_Psychosocial_Support
February,On-going,UNICEF,UNICEF,UN Agency,Imagine1day,I1D,International NGO,Tigray,North Western,Indasilassie town,Dehab Tesfay Women&#39;s Tranning Center,ET010108,Emergency Response,Protection,GBV_Psychosocial_Support
February,On-going,UNICEF,UNICEF,UN Agency,Imagine1day,I1D,International NGO,Tigray,Southern,Raya Azebo,Hawelty,ET010406,Emergency Response,Protection,GBV_Prevention_and_risk_mitigation
February,On-going,UNICEF,UNICEF,UN Agency,Imagine1day,I1D,International NGO,Tigray,Central,Adwa town,Nigstesaba No1,ET010212,Emergency Response,Protection,CP_Case_Management_not_FTR
February,On-going,UNICEF,UNICEF,UN Agency,Imagine1day,I1D,International NGO,Tigray,Mekelle,Mekelle,Hawelti,ET0107,Emergency Response,Protection,CP_Case_Management_not_FTR
February,On-going,UNOCHA,I1D,International NGO,Imagine1day,I1D,International NGO,Tigray,Central,Adwa town,Soloda,ET010212,Emergency Response,Protection,CP_MHPSS
February,On-going,UNOCHA,I1D,International NGO,Imagine1day,I1D,International NGO,Tigray,Eastern,Wukro town,Enqot KG,ET010309,Emergency Response,Protection,GBV_Psychosocial_Support
February,On-going,UNOCHA,I1D,International NGO,Imagine1day,I1D,International NGO,Tigray,Eastern,Wukro town,Enqot KG,ET010309,Emergency Response,Protection,GBV_Psychosocial_Support
February,On-going,UNICEF,UNICEF,UN Agency,Imagine1day,I1D,International NGO,Tigray,Mekelle,Mekelle,Adishindhun,ET0107,Emergency Response,Protection,GBV_Psychosocial_Support
February,On-going,UNICEF,UNICEF,UN Agency,Imagine1day,I1D,International NGO,Tigray,Mekelle,Mekelle,Ethio china,ET0107,Emergency Response,Protection,GBV_Prevention_and_risk_mitigation
February,On-going,UNOCHA,I1D,International NGO,Imagine1day,I1D,International NGO,Tigray,Central,Axum town,Edaga,ET010213,Emergency Response,Protection,GBV_Psychosocial_Support
February,On-going,UNICEF,UNICEF,UN Agency,Imagine1day,I1D,International NGO,Oromia,West Wellega,Boji Dirmeji,Gidano King,ET040106,Emergency Response,Protection,GBV_Prevention_and_risk_mitigation 
February,On-going,UNOCHA,I1D,International NGO,Imagine1day,I1D,International NGO,Tigray,Eastern,Wukro town,Agazi,ET010309,Emergency Response,Protection,GBV_Prevention_and_risk_mitigation 
February,On-going,UNICEF,UNICEF,UN Agency,Imagine1day,I1D,International NGO,Oromia,West Wellega,Boji Dirmeji,Enimay Bolli,ET040106,Emergency Response,Protection,GBV_Prevention_and_risk_mitigation 
February,On-going,UNICEF,UNICEF,UN Agency,Imagine1day,I1D,International NGO,Tigray,Southern,Raya Azebo,Marsa,ET010406,Emergency Response,Protection,CP_MHPSS
February,On-going,UNOCHA,I1D,International NGO,Imagine1day,I1D,International NGO,Tigray,Eastern,Adigrat town,Kebele 04,ET010308,Emergency Response,Protection,CP_Awareness_raising_and_Information_dissemination
February,On-going,UNOCHA,I1D,International NGO,Imagine1day,I1D,International NGO,Tigray,Central,Axum town,Kindeya Kebele,ET010213,Emergency Response,Protection,GBV_Referral_Pathway 
February,On-going,UNICEF,UNICEF,UN Agency,Imagine1day,I1D,International NGO,Tigray,Southern,Raya Azebo,Eibo,ET010406,Emergency Response,Protection,GBV_Prevention_and_risk_mitigation
February,On-going,UNICEF,UNICEF,UN Agency,Imagine1day,I1D,International NGO,Tigray,Mekelle,Mekelle,Ethio - china,ET0107,Emergency Response,Protection,GBV_Prevention_and_risk_mitigation
February,On-going,UNOCHA,I1D,International NGO,Imagine1day,I1D,International NGO,Tigray,Eastern,Adigrat town,Kebele 04,ET010308,Emergency Response,Protection,CP_MHPSS
February,On-going,UNOCHA,I1D,International NGO,Imagine1day,I1D,International NGO,Tigray,Eastern,Adigrat town,Kebele 04,ET010308,Emergency Response,Protection,CP_MHPSS
February,On-going,UNICEF,UNICEF,UN Agency,Imagine1day,I1D,International NGO,Tigray,Mekelle,Mekelle,Adihaki,ET0107,Emergency Response,Protection,CP_Parenting_support_for_caregivers
February,On-going,UNICEF,UNICEF,UN Agency,Imagine1day,I1D,International NGO,Tigray,Southern,Raya Azebo,Wargba,ET010406,Emergency Response,Protection,CP_Awareness_raising_and_Information_dissemination
February,On-going,UNICEF,UNICEF,UN Agency,Imagine1day,I1D,International NGO,Tigray,Southern,Maichew town,Yekatit,ET010409,Emergency Response,Protection,GBV_Psychosocial_Support
February,On-going,UNICEF,UNICEF,UN Agency,Imagine1day,I1D,International NGO,Tigray,Southern,Raya Azebo,Wargba,ET010406,Emergency Response,Protection,GBV_Prevention_and_risk_mitigation
February,On-going,UNOCHA,I1D,International NGO,Imagine1day,I1D,International NGO,Tigray,Eastern,Adigrat town,Kebele 05,ET010308,Emergency Response,Protection,CP_Case_Management_not_FTR
February,On-going,UNICEF,UNICEF,UN Agency,Imagine1day,I1D,International NGO,Tigray,Southern,Maichew town,Yekatit,ET010409,Emergency Response,Protection,CP_Case_Management_not_FTR
February,On-going,UNOCHA,I1D,International NGO,Imagine1day,I1D,International NGO,Tigray,Central,Axum town,Edaga,ET010213,Emergency Response,Protection,CP_MHPSS
February,On-going,UNOCHA,I1D,International NGO,Imagine1day,I1D,International NGO,Tigray,Eastern,Adigrat town,Kebele 01,ET010308,Emergency Response,Protection,CP_Awareness_raising_and_Information_dissemination
February,On-going,UNOCHA,I1D,International NGO,Imagine1day,I1D,International NGO,Tigray,Eastern,Adigrat town,Welwalo,ET010308,Emergency Response,Protection,CP_MHPSS
February,On-going,UNICEF,UNICEF,UN Agency,Imagine1day,I1D,International NGO,Tigray,Mekelle,Mekelle,Semen,ET0107,Emergency Response,Protection,GBV_Prevention_and_risk_mitigation 
February,On-going,UNICEF,UNICEF,UN Agency,Imagine1day,I1D,International NGO,Tigray,Mekelle,Mekelle,Adi Haki,ET0107,Emergency Response,Protection,GBV_Prevention_and_risk_mitigation 
February,On-going,UNICEF,UNICEF,UN Agency,Imagine1day,I1D,International NGO,Tigray,Mekelle,Mekelle,Adishindum,ET0107,Emergency Response,Protection,GBV_Prevention_and_risk_mitigation 
February,On-going,UNICEF,UNICEF,UN Agency,Imagine1day,I1D,International NGO,Tigray,Southern,Chercher,Bagie,ET010414,Emergency Response,Protection,GBV_Prevention_and_risk_mitigation
February,On-going,UNICEF,UNICEF,UN Agency,Imagine1day,I1D,International NGO,Tigray,Southern,Maichew town,Agazi,ET010409,Emergency Response,Protection,GBV_Psychosocial_Support
February,On-going,UNICEF,UNICEF,UN Agency,Imagine1day,I1D,International NGO,Tigray,Southern,Maichew town,Musie,ET010409,Emergency Response,Protection,GBV_Psychosocial_Support
February,On-going,UNICEF,UNICEF,UN Agency,Imagine1day,I1D,International NGO,Tigray,Southern,Raya Azebo,Hawelty,ET010406,Emergency Response,Protection,GBV_Psychosocial_Support
February,On-going,UNOCHA,I1D,International NGO,Imagine1day,I1D,International NGO,Tigray,Eastern,Adigrat town,Finotebrhan,ET010308,Emergency Response,Protection,GBV_Psychosocial_Support
February,On-going,UNICEF,UNICEF,UN Agency,Imagine1day,I1D,International NGO,Tigray,Southern,Maichew town,Yekatit,ET010409,Emergency Response,Protection,GBV_Psychosocial_Support
February,On-going,UNICEF,UNICEF,UN Agency,Imagine1day,I1D,International NGO,Tigray,Southern,Raya Azebo,Wargaba,ET010406,Emergency Response,Protection,GBV_Prevention_and_risk_mitigation
February,On-going,UNICEF,UNICEF,UN Agency,Imagine1day,I1D,International NGO,Tigray,Central,Adwa town,Debrichi kebele,ET010212,Emergency Response,Protection,GBV_Psychosocial_Support
February,On-going,UNICEF,UNICEF,UN Agency,Imagine1day,I1D,International NGO,Tigray,Central,Adwa town,Debrichi kebele,ET010212,Emergency Response,Protection,GBV_Psychosocial_Support
February,On-going,UNICEF,UNICEF,UN Agency,Imagine1day,I1D,International NGO,Tigray,Central,Adwa town,Hayelom kebele,ET010212,Emergency Response,Protection,GBV_Psychosocial_Support
February,On-going,UNICEF,UNICEF,UN Agency,Imagine1day,I1D,International NGO,Tigray,Mekelle,Mekelle,Ethio China,ET0107,Emergency Response,Protection,GBV_Prevention_and_risk_mitigation 
February,On-going,UNOCHA,I1D,International NGO,Imagine1day,I1D,International NGO,Tigray,Eastern,Adigrat town,Kebele 03,ET010308,Emergency Response,Protection,GBV_Psychosocial_Support
February,On-going,UNOCHA,I1D,International NGO,Imagine1day,I1D,International NGO,Tigray,Eastern,Adigrat town,Welwalo,ET010308,Emergency Response,Protection,GBV_Psychosocial_Support
February,On-going,UNICEF,UNICEF,UN Agency,Imagine1day,I1D,International NGO,Tigray,Mekelle,Mekelle,Ethio-china,ET0107,Emergency Response,Protection,GBV_Prevention_and_risk_mitigation 
February,On-going,UNICEF,UNICEF,UN Agency,Imagine1day,I1D,International NGO,Tigray,Mekelle,Mekelle,Meserete,ET0107,Emergency Response,Protection,GBV_Psychosocial_Support
February,On-going,UNOCHA,I1D,International NGO,Imagine1day,I1D,International NGO,Tigray,Eastern,Adigrat town,Kebele 03,ET010308,Emergency Response,Protection,GBV_Prevention_and_risk_mitigation
February,On-going,UNOCHA,I1D,International NGO,Imagine1day,I1D,International NGO,Tigray,Eastern,Adigrat town,Kebele 05,ET010308,Emergency Response,Protection,CP_MHPSS
